recordid,longitude,latitude,datetime,event_link,location
805,4.35171030000003,50.8503396,2020-10-28T00:00:00,https://m.facebook.com/events/690395258250281?,POINT(4.35171030000003 50.8503396)
806,19.9671769,49.6090128,2020-10-28T00:00:00,https://www.facebook.com/events/359599858709160/,POINT(19.9671769 49.6090128)
807,22.8607454,52.4225048,2020-10-28T00:00:00,https://www.facebook.com/events/1007121123120813/,POINT(22.8607454 52.4225048)
808,20.8477827,51.114294,2020-10-28T00:00:00,https://www.facebook.com/events/4792073887500208/,POINT(20.8477827 51.114294)
809,17.8720745,52.287267,2020-10-28T00:00:00,https://www.facebook.com/events/1217833525256762?,POINT(17.8720745 52.287267)
810,16.7055913,53.7017392,2020-10-28T00:00:00,https://www.facebook.com/events/817878072356935/,POINT(16.7055913 53.7017392)
811,151.1681808,-33.9108692999999,2020-10-28T00:00:00,https://www.facebook.com/photo.php?fbid=10159244489872150&set=p.10159244489872150&type=3&av=1539769832715676&eav=AfZIp2qgODZIetWzEXjGwWii_raEA-2RvPBxzhB4DV7Z3k-5MI6uUsOi84M9vEhDldLh0sag07zK3Duppk4_UQiS,POINT(151.1681808 -33.9108692999999)
812,16.4946861,50.8511439,2020-10-28T00:00:00,https://www.facebook.com/events/2062583873871918/,POINT(16.4946861 50.8511439)
813,21.0204003,52.1451092,2020-10-28T00:00:00,https://www.facebook.com/events/3540019789411848/,POINT(21.0204003 52.1451092)
814,21.0064,52.2366552,2020-10-28T00:00:00,https://www.facebook.com/events/2728622224062529/,POINT(21.0064 52.2366552)
815,21.4466138,52.6003616,2020-10-28T00:00:00,https://www.facebook.com/photo.php?fbid=362440735173482&set=p.362440735173482&type=3&av=1539769832715676&eav=AfYXZCXpY24aKXjKr9Hmsnc7igxJML8Hw7bGFly-Sx3w1TRJmu6iKY4DOu3s_7Guuanti5SDGTsJFsA6DQFyP-iv,POINT(21.4466138 52.6003616)
816,21.1697857620849,52.2643846692153,2020-10-28T00:00:00,https://www.facebook.com/events/352445319417197/,POINT(21.1697857620849 52.2643846692153)
817,5.28171970000005,59.4093881,2020-10-28T00:00:00,https://www.facebook.com/events/3411536862276425/,POINT(5.28171970000005 59.4093881)
818,17.0164627,54.472528,2020-10-28T00:00:00,https://www.facebook.com/events/2803909836512250/,POINT(17.0164627 54.472528)
819,21.7385703,54.2102773,2020-10-28T00:00:00,https://www.facebook.com/events/732114500723570/,POINT(21.7385703 54.2102773)
820,17.8047026,51.646678,2020-10-28T00:00:00,https://www.facebook.com/groups/269678314380078,POINT(17.8047026 51.646678)
821,18.6866952,50.2884412,2020-10-28T00:00:00,,POINT(18.6866952 50.2884412)
822,18.526608,50.0914831,2020-10-28T00:00:00,https://www.facebook.com/KohutLukaszMarcin/photos/a.1484982701831011/2784588151870453/,POINT(18.526608 50.0914831)
823,19.1100753,50.2785853,2020-10-28T00:00:00,https://www.facebook.com/KohutLukaszMarcin/photos/a.1484982701831011/2784588151870453/,POINT(19.1100753 50.2785853)
824,19.2641826,50.1953174,2020-10-28T00:00:00,https://www.facebook.com/KohutLukaszMarcin/photos/a.1484982701831011/2784588151870453/,POINT(19.2641826 50.1953174)
825,18.92265,50.2941846,2020-10-28T00:00:00,https://www.facebook.com/KohutLukaszMarcin/photos/a.1484982701831011/2784588151870453/,POINT(18.92265 50.2941846)
826,19.0156412,50.3240203,2020-10-28T00:00:00,https://www.facebook.com/KohutLukaszMarcin/photos/a.1484982701831011/2784588151870453/,POINT(19.0156412 50.3240203)
827,18.6111048,49.8777353,2020-10-28T00:00:00,https://www.facebook.com/KohutLukaszMarcin/photos/a.1484982701831011/2784588151870453/,POINT(18.6111048 49.8777353)
828,18.8555704,50.2558286,2020-10-28T00:00:00,https://www.facebook.com/KohutLukaszMarcin/photos/a.1484982701831011/2784588151870453/,POINT(18.8555704 50.2558286)
829,19.0331424,49.8281354,2020-10-28T00:00:00,https://www.facebook.com/KohutLukaszMarcin/photos/a.1484982701831011/2784588151870453/,POINT(19.0331424 49.8281354)
830,18.8276074,50.4455772,2020-10-28T00:00:00,https://www.facebook.com/KohutLukaszMarcin/photos/a.1484982701831011/2784588151870453/,POINT(18.8276074 50.4455772)
831,18.6874068,50.0440622,2020-10-28T00:00:00,https://www.facebook.com/KohutLukaszMarcin/photos/a.1484982701831011/2784588151870453/,POINT(18.6874068 50.0440622)
832,18.8929911,50.1719366,2020-10-28T00:00:00,https://www.facebook.com/KohutLukaszMarcin/photos/a.1484982701831011/2784588151870453/,POINT(18.8929911 50.1719366)
833,18.9617009,50.2882763,2020-10-28T00:00:00,https://www.facebook.com/KohutLukaszMarcin/photos/a.1484982701831011/2784588151870453/,POINT(18.9617009 50.2882763)
834,21.0041187,52.0909688,2020-10-28T00:00:00,,POINT(21.0041187 52.0909688)
835,24.7535746,59.4369608,2020-10-28T00:00:00,https://www.facebook.com/events/919818618546021/,POINT(24.7535746 59.4369608)
836,21.1659309,50.5629974,2020-10-28T00:00:00,https://www.facebook.com/events/397548197942957/,POINT(21.1659309 50.5629974)
837,20.5264571,50.52034,2020-10-28T00:00:00,https://www.facebook.com/events/800547083823519/,POINT(20.5264571 50.52034)
838,20.6344043,50.8738771,2020-10-28T00:00:00,https://www.facebook.com/events/674734940114184/,POINT(20.6344043 50.8738771)
839,-9.14441039999997,38.7395954,2020-10-28T00:00:00,https://www.facebook.com/events/1401351516873279/,POINT(-9.14441039999997 38.7395954)
840,21.60887,50.05228,2020-10-28T00:00:00,https://www.facebook.com/events/677648959622044/,POINT(21.60887 50.05228)
